id,Exited
15000,0.016462454389926627
15001,0.017644096981800597
15002,0.08634695739853632
15003,0.014856517636721378
15004,0.2027644202140778
15005,0.7386042470628617
15006,0.022551332683739992
15007,0.023857896995565245
15008,0.07427499097506482
15009,0.5168960579270153
15010,0.028057816176628204
15011,0.1594049380522042
15012,0.9389315902440164
15013,0.2935413878729227
15014,0.630260314188742
15015,0.01466391581202154
15016,0.04577700073041728
15017,0.009293230121233138
15018,0.10628096682721211
15019,0.055948339538638245
15020,0.034631692039403944
15021,0.27086320288066207
15022,0.1380651224564347
15023,0.014563237605706944
15024,0.021760535590026248
15025,0.19723558174259154
15026,0.0037626163323774054
15027,0.017182554614087176
15028,0.03318846710733632
15029,0.016828853077629803
15030,0.24984567442169503
15031,0.06565525774854293
15032,0.5546063587624662
15033,0.24025084919897538
15034,0.3420813442404505
15035,0.0064815698051292935
15036,0.05341524627107815
15037,0.09003348848665536
15038,0.012300452321201898
15039,0.005468339652262082
15040,0.665894521434923
15041,0.24222437403902955
15042,0.0700571512891706
15043,0.004820007276240199
15044,0.16167016362460532
15045,0.01650570352810615
15046,0.026770043579094373
15047,0.050327026581917386
15048,0.05407926922393349
15049,0.011030152996525256
15050,0.0660898777525582
15051,0.0055331176733070305
15052,0.026376055657525824
15053,0.018188439537693942
15054,0.8958940754112412
15055,0.02228228729235061
15056,0.549522433746748
15057,0.05176777575996725
15058,0.23211569070169014
15059,0.9105207326790368
15060,0.0232597269656683
15061,0.004644256500401258
15062,0.007611636192543883
15063,0.9801735506129197
15064,0.005293897788178169
15065,0.7311929523214756
15066,0.09794625882693747
15067,0.008041104860085075
15068,0.0722170642962757
15069,0.2865980231884324
15070,0.19844666854145476
15071,0.9145194606846426
15072,0.6219781363024686
15073,0.07754524502380464
15074,0.24689253292551797
15075,0.15815681035763995
15076,0.0043964245552772716
15077,0.3114476827682308
15078,0.09127998805415957
15079,0.03830372861571601
15080,0.25146589558410154
15081,0.16611498861367285
15082,0.009462233195839031
15083,0.7157734904152929
15084,0.012196104656346041
15085,0.014462938551476496
15086,0.31424746951233135
15087,0.10526252473041588
15088,0.1793136477059636
15089,0.07131482494724004
15090,0.004464903992552357
15091,0.07437819441181888
15092,0.005883186664824205
15093,0.3142535571158417
15094,0.016609673625076746
15095,0.014132272573736273
15096,0.945363835966337
15097,0.016183763543444522
15098,0.5536031681668017
15099,0.0644147330887896
15100,0.7961276727342337
15101,0.004787810549634885
15102,0.15966604517689648
15103,0.004129105845629894
15104,0.01987870794623422
15105,0.028672552209615784
15106,0.941581358805043
15107,0.2533661683176324
15108,0.016119217844650414
15109,0.8553777570442682
15110,0.5766340984565825
15111,0.05365708629800747
15112,0.2024380279396632
15113,0.021019428279686895
15114,0.016176117527013173
15115,0.04329277833300113
15116,0.11147198234096602
15117,0.03220892396672557
15118,0.060580717601282565
15119,0.13796494963201772
15120,0.011911296762467436
15121,0.054894939972706995
15122,0.10054673852901719
15123,0.03993144401491635
15124,0.9474294381773964
15125,0.012925364829620051
15126,0.9241383868148451
15127,0.03126556913267349
15128,0.26527366661727286
15129,0.008413757883333407
15130,0.8966940733226145
15131,0.268892757829123
15132,0.207301871662738
15133,0.28469034504162244
15134,0.4515840654351079
15135,0.4922506398707713
15136,0.0182469560517321
15137,0.064068474271558
15138,0.0119544109014235
15139,0.08484249471441499
15140,0.01742448419276318
15141,0.03288536687481226
15142,0.30724986492454404
15143,0.022853172635070265
15144,0.6737312281499004
15145,0.07234337648798736
15146,0.07515850464795128
15147,0.01464063574072573
15148,0.8966378988427699
15149,0.41304761872594625
15150,0.3333607683765173
15151,0.03414825112480825
15152,0.19747465287085259
15153,0.05443607331679745
15154,0.16859603374708712
15155,0.010778320657637154
15156,0.01363454840713365
15157,0.01897332862880186
15158,0.013927594700568752
15159,0.7032172345538372
15160,0.08136748895739856
15161,0.05198173656948385
15162,0.015919902644118345
15163,0.1372096702522483
15164,0.8089544382078694
15165,0.02053444599088151
15166,0.4632107680845207
15167,0.21777787708880303
15168,0.12376730665753374
15169,0.7996970312982649
15170,0.05441717550102147
15171,0.0039412380267547535
15172,0.1608948626762343
15173,0.8875010142524014
15174,0.006128818927654179
15175,0.004420686122495812
15176,0.1347722620043027
15177,0.036331265258319874
15178,0.932547225665738
15179,0.01714579662499942
15180,0.027039271351300114
15181,0.17950307487971698
15182,0.014580970641164495
15183,0.8993550502078943
15184,0.020308733747184258
15185,0.2637012608702163
15186,0.42866722267162577
15187,0.1722783142862492
15188,0.22024858383618107
15189,0.09724498098175825
15190,0.14443466276205724
15191,0.8068333399291309
15192,0.09744131816854792
15193,0.7499403886115336
15194,0.7737935595053268
15195,0.1636786347937831
15196,0.7495726081523262
15197,0.8803726311510836
15198,0.07470107869570414
15199,0.38280265930318663
15200,0.005006331991249221
15201,0.4764081950953837
15202,0.044475166528882344
15203,0.21641335615736942
15204,0.004322102935721668
15205,0.03204258046505001
15206,0.0051846120530375135
15207,0.051922190575047746
15208,0.02272169555303789
15209,0.005596659289095277
15210,0.17492948898661126
15211,0.004756009924899971
15212,0.7237835035005109
15213,0.06143798466550938
15214,0.22528550932114938
15215,0.011946642039678317
15216,0.01767665410103075
15217,0.16360640938417506
15218,0.3306880681434327
15219,0.010681193191040517
15220,0.06431598810576766
15221,0.016987099297851912
15222,0.015592148662942347
15223,0.018435522067994106
15224,0.06108192129730899
15225,0.01425783070046642
15226,0.14972214753133328
15227,0.8475534921815524
15228,0.013992234807941204
15229,0.004157674526420057
15230,0.0061223208627449385
15231,0.10603386306870899
15232,0.0033841267255969544
15233,0.034348728071195336
15234,0.2355722560554319
15235,0.014741735479563065
15236,0.37389442455802635
15237,0.07505273658774132
15238,0.18235152376686742
15239,0.006482829086222698
15240,0.9616328015808118
15241,0.9110483217440453
15242,0.07236688031311528
15243,0.6104516537985262
15244,0.7609401433561572
15245,0.23927627131318105
15246,0.013852169582454237
15247,0.2368090249488411
15248,0.020814725236754015
15249,0.10033706942915606
15250,0.022041924502626317
15251,0.009700842477125328
15252,0.12171078107222372
15253,0.03502492857698603
15254,0.26838189325713524
15255,0.2609554281401585
15256,0.035307398118875205
15257,0.00443774884568732
15258,0.0357077018667674
15259,0.14177543680807986
15260,0.024658441323532662
15261,0.4640345288409938
15262,0.02227743064462573
15263,0.008735929669541502
15264,0.1209969178193659
15265,0.012165838067312702
15266,0.01184609792677143
15267,0.01800053412720225
15268,0.016335685939074484
15269,0.035620001559016685
15270,0.0368411351806572
15271,0.012908073363002941
15272,0.014774718643059674
15273,0.3036315871368205
15274,0.01913019494079679
15275,0.05036460514559857
15276,0.0063145564546423895
15277,0.2635364217888303
15278,0.021070358703330374
15279,0.9394500373218041
15280,0.00922344532163772
15281,0.056137854473706686
15282,0.7096166114309613
15283,0.9592547748303386
15284,0.004850090633957261
15285,0.044855134260657264
15286,0.6065870365174023
15287,0.40432906050783396
15288,0.027118952577737873
15289,0.039269356244065134
15290,0.018992131555308888
15291,0.02702961149923479
15292,0.7124304128464414
15293,0.08818198401903737
15294,0.01529966532963522
15295,0.03186505680995274
15296,0.029864063345089918
15297,0.02078531563963453
15298,0.06435372146393735
15299,0.07404275428640292
15300,0.02670820300925926
15301,0.61712742913062
15302,0.8560709231578975
15303,0.024910437114631933
15304,0.2500094375729988
15305,0.10885012223776663
15306,0.027599355203209948
15307,0.5230053499509059
15308,0.014419103050661328
15309,0.013948546892025182
15310,0.004952902743869762
15311,0.027223872659502272
15312,0.741155676110413
15313,0.22332048298368204
15314,0.013603571016406555
15315,0.1347210690467415
15316,0.050856775873796944
15317,0.4883938705926621
15318,0.021525729702655615
15319,0.2852237488813951
15320,0.013476823084355218
15321,0.05484126005555838
15322,0.8859688327824626
15323,0.02807239438233419
15324,0.03803296982306112
15325,0.04498057051728278
15326,0.016808562046671586
15327,0.9173161645934559
15328,0.03196851328091224
15329,0.11218065824444937
15330,0.013816228046313687
15331,0.005026353163289135
15332,0.753543376288304
15333,0.0996855928645628
15334,0.7471405025907896
15335,0.8883245430478556
15336,0.7101254565912126
15337,0.057561460871308645
15338,0.09330948923234555
15339,0.9491167998383694
15340,0.05732906228903051
15341,0.9456521666254827
15342,0.04954294728670934
15343,0.009619604346174
15344,0.005295509898836769
15345,0.10046197323486782
15346,0.0227646027041752
15347,0.4102504264821164
15348,0.18108242124223228
15349,0.017422884812580544
15350,0.016595077177034154
15351,0.9363161129586477
15352,0.010960557203539755
15353,0.1837445351528324
15354,0.03207272068517169
15355,0.4025591861463625
15356,0.27587356707064087
15357,0.6203050339839649
15358,0.03605174731104676
15359,0.0073216383883483215
15360,0.012465745362922796
15361,0.5712437591300482
15362,0.262661849560365
15363,0.005828827956493262
15364,0.33196283770807833
15365,0.07911415489818684
15366,0.005382875968318561
15367,0.08543404122302682
15368,0.015732391688928274
15369,0.9506289038534527
15370,0.08582980059464632
15371,0.053182680762947084
15372,0.0415023843181899
15373,0.20617250020221203
15374,0.004221995440269171
15375,0.5249842620475507
15376,0.027057349354654488
15377,0.0042784440807634196
15378,0.020751404745444905
15379,0.15765680340851176
15380,0.6501714679996101
15381,0.014167968246485935
15382,0.025686755852566814
15383,0.4213166394126652
15384,0.021340732881320483
15385,0.03007576792362522
15386,0.15782626191843574
15387,0.8847436159225868
15388,0.07150992531725256
15389,0.04860488432559554
15390,0.09465184106636532
15391,0.24462523862859076
15392,0.08167793688092635
15393,0.17646865521457006
15394,0.003916085286087492
15395,0.6780336158170249
15396,0.01966693638575382
15397,0.08701106270694126
15398,0.7921297244409843
15399,0.0115771547229991
15400,0.022971678376769042
15401,0.02070113539440719
15402,0.09329563802633506
15403,0.9666253200498702
15404,0.14791990612883624
15405,0.023756719430447115
15406,0.9437782780370206
15407,0.07600019560985578
15408,0.05469557457071275
15409,0.1181118314157773
15410,0.04374125188119157
15411,0.010501698130861475
15412,0.05457631871730107
15413,0.026709756528622345
15414,0.7434298583656579
15415,0.3521474557571256
15416,0.34481560032840197
15417,0.08408672206561922
15418,0.007147396287689155
15419,0.9716326805144604
15420,0.058806010738634555
15421,0.013659016112702385
15422,0.02854662276669226
15423,0.31901961222294395
15424,0.02707768262519906
15425,0.010754649677406459
15426,0.6194874402225615
15427,0.023066449745682713
15428,0.3098375784065727
15429,0.8503757743574374
15430,0.8608325027892476
15431,0.08013489297217255
15432,0.4322685174506195
15433,0.030307574974531213
15434,0.004178156221459086
15435,0.7741075304004688
15436,0.37597584316011057
15437,0.06470822516286509
15438,0.0042807602437695755
15439,0.035763976843324725
15440,0.7703063190429877
15441,0.6988091088981213
15442,0.05803012245118972
15443,0.12214277291560699
15444,0.017305241648303465
15445,0.02409766117233656
15446,0.15105498900457562
15447,0.005018727904762007
15448,0.00324104976578751
15449,0.2657713872325747
15450,0.08225847349481025
15451,0.602533241986509
15452,0.020193834466345543
15453,0.03955363074730468
15454,0.7850346460172578
